ファイル名,ラベル名,ファイルのディレクトリパス,タイトル,資料のURL,当該画像のフルサイズのURL(IIIF Image API)
1218632_258_0.jpg,graphic_map,graphic_map\1218632_258_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000258/pct:51.2,16.1,29.3,70.7/full/0/default.jpg"
1218632_259_1.jpg,graphic_map,graphic_map\1218632_259_1.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000259/pct:19.5,21.9,22.0,28.5/full/0/default.jpg"
1218632_25_0.jpg,graphic_map,graphic_map\1218632_25_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000025/pct:7.8,0.0,67.1,85.5/full/0/default.jpg"
1218632_25_1.jpg,graphic_map,graphic_map\1218632_25_1.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000025/pct:83.9,16.9,16.0,41.9/full/0/default.jpg"
1218632_263_0.jpg,graphic_map,graphic_map\1218632_263_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000263/pct:7.4,23.1,84.5,56.8/full/0/default.jpg"
1218632_273_0.jpg,graphic_map,graphic_map\1218632_273_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000273/pct:8.6,13.7,81.2,73.5/full/0/default.jpg"
1218632_277_0.jpg,graphic_map,graphic_map\1218632_277_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000277/pct:50.5,11.5,32.5,79.0/full/0/default.jpg"
1218632_278_0.jpg,graphic_map,graphic_map\1218632_278_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000278/pct:11.5,15.8,37.0,71.8/full/0/default.jpg"
1218632_281_0.jpg,graphic_map,graphic_map\1218632_281_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000281/pct:8.0,14.5,79.6,72.4/full/0/default.jpg"
1218632_284_0.jpg,graphic_map,graphic_map\1218632_284_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000284/pct:4.8,16.3,55.5,69.0/full/0/default.jpg"
1218632_287_0.jpg,graphic_map,graphic_map\1218632_287_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000287/pct:19.8,15.5,59.6,70.8/full/0/default.jpg"
1218632_287_1.jpg,graphic_map,graphic_map\1218632_287_1.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000287/pct:0.0,14.5,18.5,49.2/full/0/default.jpg"
1218632_288_0.jpg,graphic_map,graphic_map\1218632_288_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000288/pct:9.7,15.0,59.0,71.1/full/0/default.jpg"
1218632_290_0.jpg,graphic_map,graphic_map\1218632_290_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000290/pct:16.2,15.8,31.8,70.9/full/0/default.jpg"
1218632_291_0.jpg,graphic_map,graphic_map\1218632_291_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000291/pct:0.0,14.5,87.9,72.5/full/0/default.jpg"
1218632_292_0.jpg,graphic_map,graphic_map\1218632_292_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000292/pct:12.1,14.8,87.8,72.8/full/0/default.jpg"
1218632_294_0.jpg,graphic_map,graphic_map\1218632_294_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000294/pct:11.7,15.8,36.8,72.0/full/0/default.jpg"
1218632_314_0.jpg,graphic_map,graphic_map\1218632_314_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000314/pct:51.3,20.5,30.6,34.9/full/0/default.jpg"
1218632_318_2.jpg,graphic_map,graphic_map\1218632_318_2.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000318/pct:58.4,20.6,23.3,27.7/full/0/default.jpg"
1218632_31_0.jpg,graphic_map,graphic_map\1218632_31_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000031/pct:6.1,13.9,56.1,86.0/full/0/default.jpg"
1218632_32_0.jpg,graphic_map,graphic_map\1218632_32_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000032/pct:6.8,0.0,56.1,90.3/full/0/default.jpg"
1218632_338_0.jpg,graphic_map,graphic_map\1218632_338_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000338/pct:7.8,14.2,48.3,71.5/full/0/default.jpg"
1218632_339_0.jpg,graphic_map,graphic_map\1218632_339_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000339/pct:18.7,16.2,26.5,69.1/full/0/default.jpg"
1218632_340_0.jpg,graphic_map,graphic_map\1218632_340_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000340/pct:7.4,15.3,50.6,69.3/full/0/default.jpg"
1218632_341_0.jpg,graphic_map,graphic_map\1218632_341_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000341/pct:25.3,11.0,20.3,53.2/full/0/default.jpg"
1218632_342_0.jpg,graphic_map,graphic_map\1218632_342_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000342/pct:15.5,11.6,33.5,68.1/full/0/default.jpg"
1218632_346_0.jpg,graphic_map,graphic_map\1218632_346_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000346/pct:24.8,7.3,18.9,57.2/full/0/default.jpg"
1218632_347_0.jpg,graphic_map,graphic_map\1218632_347_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000347/pct:9.0,7.3,63.2,83.2/full/0/default.jpg"
1218632_350_0.jpg,graphic_map,graphic_map\1218632_350_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000350/pct:10.5,17.5,62.2,66.5/full/0/default.jpg"
1218632_35_0.jpg,graphic_map,graphic_map\1218632_35_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000035/pct:9.3,19.7,54.2,80.2/full/0/default.jpg"
1218632_36_0.jpg,graphic_map,graphic_map\1218632_36_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000036/pct:8.8,0.0,54.3,85.4/full/0/default.jpg"
1218632_385_0.jpg,graphic_map,graphic_map\1218632_385_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000385/pct:67.0,18.5,14.3,66.5/full/0/default.jpg"
1218632_395_0.jpg,graphic_map,graphic_map\1218632_395_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000395/pct:6.8,18.0,54.4,69.8/full/0/default.jpg"
1218632_398_0.jpg,graphic_map,graphic_map\1218632_398_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000398/pct:17.8,20.0,26.0,36.0/full/0/default.jpg"
1218632_39_0.jpg,graphic_map,graphic_map\1218632_39_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000039/pct:51.2,18.8,30.7,42.5/full/0/default.jpg"
1218632_40_1.jpg,graphic_map,graphic_map\1218632_40_1.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000040/pct:51.9,49.4,29.8,39.8/full/0/default.jpg"
1218632_420_0.jpg,graphic_map,graphic_map\1218632_420_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000420/pct:9.0,16.5,66.1,83.5/full/0/default.jpg"
1218632_422_0.jpg,graphic_map,graphic_map\1218632_422_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000422/pct:17.2,15.7,28.5,73.1/full/0/default.jpg"
1218632_423_0.jpg,graphic_map,graphic_map\1218632_423_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000423/pct:51.3,15.5,28.3,72.2/full/0/default.jpg"
1218632_427_0.jpg,graphic_map,graphic_map\1218632_427_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000427/pct:50.0,21.9,30.7,29.1/full/0/default.jpg"
1218632_428_1.jpg,graphic_map,graphic_map\1218632_428_1.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000428/pct:49.8,19.4,29.1,38.6/full/0/default.jpg"
1218632_431_0.jpg,graphic_map,graphic_map\1218632_431_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000431/pct:14.5,18.5,28.3,38.5/full/0/default.jpg"
1218632_435_0.jpg,graphic_map,graphic_map\1218632_435_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000435/pct:49.0,15.6,33.3,73.0/full/0/default.jpg"
1218632_439_0.jpg,graphic_map,graphic_map\1218632_439_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000439/pct:25.6,17.9,20.5,65.2/full/0/default.jpg"
1218632_442_0.jpg,graphic_map,graphic_map\1218632_442_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000442/pct:17.9,21.5,28.3,37.8/full/0/default.jpg"
1218632_449_1.jpg,graphic_map,graphic_map\1218632_449_1.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000449/pct:17.8,21.4,28.5,38.0/full/0/default.jpg"
1218632_451_0.jpg,graphic_map,graphic_map\1218632_451_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000451/pct:14.1,20.5,28.8,38.6/full/0/default.jpg"
1218632_470_0.jpg,graphic_map,graphic_map\1218632_470_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000470/pct:28.4,20.6,17.0,62.4/full/0/default.jpg"
1218632_471_0.jpg,graphic_map,graphic_map\1218632_471_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000471/pct:7.5,15.7,62.0,71.1/full/0/default.jpg"
1218632_472_0.jpg,graphic_map,graphic_map\1218632_472_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000472/pct:32.7,19.2,11.9,67.0/full/0/default.jpg"
1218632_474_0.jpg,graphic_map,graphic_map\1218632_474_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000474/pct:25.8,15.6,19.7,69.8/full/0/default.jpg"
1218632_477_0.jpg,graphic_map,graphic_map\1218632_477_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000477/pct:8.9,15.4,39.7,71.6/full/0/default.jpg"
1218632_479_0.jpg,graphic_map,graphic_map\1218632_479_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000479/pct:9.3,14.8,62.3,72.0/full/0/default.jpg"
1218632_481_0.jpg,graphic_map,graphic_map\1218632_481_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000481/pct:7.9,14.8,63.5,72.0/full/0/default.jpg"
1218632_485_0.jpg,graphic_map,graphic_map\1218632_485_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000485/pct:31.6,17.2,11.8,40.0/full/0/default.jpg"
1218632_513_0.jpg,graphic_map,graphic_map\1218632_513_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000513/pct:35.6,13.5,52.7,73.6/full/0/default.jpg"
1218632_72_0.jpg,graphic_map,graphic_map\1218632_72_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000072/pct:51.0,19.5,30.4,36.8/full/0/default.jpg"
1218632_75_0.jpg,graphic_map,graphic_map\1218632_75_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000075/pct:17.0,20.9,26.4,65.7/full/0/default.jpg"
1218632_93_0.jpg,graphic_map,graphic_map\1218632_93_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000093/pct:13.5,20.5,33.3,66.3/full/0/default.jpg"
1218632_99_0.jpg,graphic_map,graphic_map\1218632_99_0.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000099/pct:50.1,23.2,32.6,59.1/full/0/default.jpg"
1218632_99_1.jpg,graphic_map,graphic_map\1218632_99_1.jpg,郷土研究愛知県地誌,https://dl.ndl.go.jp/info:ndljp/pid/1218632,"https://www.dl.ndl.go.jp/api/iiif/1218632/R0000099/pct:15.2,22.6,31.6,51.6/full/0/default.jpg"
1233323_112_0.jpg,graphic_map,graphic_map\1233323_112_0.jpg,[香川県]国宝並ニ史蹟名勝天然紀念物調査報告,https://dl.ndl.go.jp/info:ndljp/pid/1233323,"https://www.dl.ndl.go.jp/api/iiif/1233323/R0000112/pct:20.7,21.1,25.8,43.3/full/0/default.jpg"
1233323_152_0.jpg,graphic_map,graphic_map\1233323_152_0.jpg,[香川県]国宝並ニ史蹟名勝天然紀念物調査報告,https://dl.ndl.go.jp/info:ndljp/pid/1233323,"https://www.dl.ndl.go.jp/api/iiif/1233323/R0000152/pct:17.1,15.4,31.2,44.4/full/0/default.jpg"
1233323_152_1.jpg,graphic_map,graphic_map\1233323_152_1.jpg,[香川県]国宝並ニ史蹟名勝天然紀念物調査報告,https://dl.ndl.go.jp/info:ndljp/pid/1233323,"https://www.dl.ndl.go.jp/api/iiif/1233323/R0000152/pct:17.5,60.6,29.7,28.1/full/0/default.jpg"
1233323_158_0.jpg,graphic_map,graphic_map\1233323_158_0.jpg,[香川県]国宝並ニ史蹟名勝天然紀念物調査報告,https://dl.ndl.go.jp/info:ndljp/pid/1233323,"https://www.dl.ndl.go.jp/api/iiif/1233323/R0000158/pct:17.1,53.5,32.1,32.8/full/0/default.jpg"
1233323_98_0.jpg,graphic_map,graphic_map\1233323_98_0.jpg,[香川県]国宝並ニ史蹟名勝天然紀念物調査報告,https://dl.ndl.go.jp/info:ndljp/pid/1233323,"https://www.dl.ndl.go.jp/api/iiif/1233323/R0000098/pct:15.6,20.0,31.8,63.6/full/0/default.jpg"
1239928_103_0.jpg,graphic_map,graphic_map\1239928_103_0.jpg,駿国雑志,https://dl.ndl.go.jp/info:ndljp/pid/1239928,"https://www.dl.ndl.go.jp/api/iiif/1239928/R0000103/pct:12.3,30.6,27.9,55.0/full/0/default.jpg"
1242495_948_0.jpg,graphic_map,graphic_map\1242495_948_0.jpg,帝都復興区劃整理誌,https://dl.ndl.go.jp/info:ndljp/pid/1242495,"https://www.dl.ndl.go.jp/api/iiif/1242495/R0000948/pct:17.3,18.5,39.2,59.5/full/0/default.jpg"
1256381_42_0.jpg,graphic_map,graphic_map\1256381_42_0.jpg,朝鮮気象三十年報,https://dl.ndl.go.jp/info:ndljp/pid/1256381,"https://www.dl.ndl.go.jp/api/iiif/1256381/R0000042/pct:51.7,14.3,37.3,30.5/full/0/default.jpg"
1258697_1197_0.jpg,graphic_map,graphic_map\1258697_1197_0.jpg,戦争史,https://dl.ndl.go.jp/info:ndljp/pid/1258697,"https://www.dl.ndl.go.jp/api/iiif/1258697/R0001197/pct:0.0,10.7,66.6,89.2/full/0/default.jpg"
1264893_119_0.jpg,graphic_map,graphic_map\1264893_119_0.jpg,日本史蹟大系,https://dl.ndl.go.jp/info:ndljp/pid/1264893,"https://www.dl.ndl.go.jp/api/iiif/1264893/R0000119/pct:15.0,52.5,18.2,36.5/full/0/default.jpg"
1266978_14_1.jpg,graphic_map,graphic_map\1266978_14_1.jpg,地図と索引 : 趣味の地理・学習旅行文庫,https://dl.ndl.go.jp/info:ndljp/pid/1266978,"https://www.dl.ndl.go.jp/api/iiif/1266978/R0000014/pct:54.7,61.2,32.1,23.1/full/0/default.jpg"
1267647_9_0.jpg,graphic_map,graphic_map\1267647_9_0.jpg,海軍省統計年報,https://dl.ndl.go.jp/info:ndljp/pid/1267647,"https://www.dl.ndl.go.jp/api/iiif/1267647/R0000009/pct:18.5,2.3,48.1,87.0/full/0/default.jpg"
1267790_9_0.jpg,graphic_map,graphic_map\1267790_9_0.jpg,東北青年学校教科書,https://dl.ndl.go.jp/info:ndljp/pid/1267790,"https://www.dl.ndl.go.jp/api/iiif/1267790/R0000009/pct:19.3,23.5,25.3,54.5/full/0/default.jpg"
1268230_12_0.jpg,graphic_map,graphic_map\1268230_12_0.jpg,拓務統計便覧,https://dl.ndl.go.jp/info:ndljp/pid/1268230,"https://www.dl.ndl.go.jp/api/iiif/1268230/R0000012/pct:11.8,23.3,52.8,52.0/full/0/default.jpg"
1272308_697_0.jpg,graphic_map,graphic_map\1272308_697_0.jpg,横浜市復興会誌,https://dl.ndl.go.jp/info:ndljp/pid/1272308,"https://www.dl.ndl.go.jp/api/iiif/1272308/R0000697/pct:3.9,23.0,96.0,77.0/full/0/default.jpg"
1272447_17_0.jpg,graphic_map,graphic_map\1272447_17_0.jpg,世界新地誌 : 教材解説,https://dl.ndl.go.jp/info:ndljp/pid/1272447,"https://www.dl.ndl.go.jp/api/iiif/1272447/R0000017/pct:18.5,18.0,24.6,24.1/full/0/default.jpg"
1272832_413_0.jpg,graphic_map,graphic_map\1272832_413_0.jpg,河北省県政状況調査報告,https://dl.ndl.go.jp/info:ndljp/pid/1272832,"https://www.dl.ndl.go.jp/api/iiif/1272832/R0000413/pct:12.6,0.1,76.1,90.0/full/0/default.jpg"
1274812_11_0.jpg,graphic_map,graphic_map\1274812_11_0.jpg,気仙沼町勢要覧,https://dl.ndl.go.jp/info:ndljp/pid/1274812,"https://www.dl.ndl.go.jp/api/iiif/1274812/R0000011/pct:0.0,38.0,82.3,60.0/full/0/default.jpg"
1274812_12_0.jpg,graphic_map,graphic_map\1274812_12_0.jpg,気仙沼町勢要覧,https://dl.ndl.go.jp/info:ndljp/pid/1274812,"https://www.dl.ndl.go.jp/api/iiif/1274812/R0000012/pct:15.0,38.4,85.0,60.5/full/0/default.jpg"
1274812_14_0.jpg,graphic_map,graphic_map\1274812_14_0.jpg,気仙沼町勢要覧,https://dl.ndl.go.jp/info:ndljp/pid/1274812,"https://www.dl.ndl.go.jp/api/iiif/1274812/R0000014/pct:20.8,0.0,79.1,74.4/full/0/default.jpg"
1275570_94_1.jpg,graphic_map,graphic_map\1275570_94_1.jpg,京都薬学専門学校一覧,https://dl.ndl.go.jp/info:ndljp/pid/1275570,"https://www.dl.ndl.go.jp/api/iiif/1275570/R0000094/pct:38.5,26.0,27.9,46.0/full/0/default.jpg"
1276702_155_0.jpg,graphic_map,graphic_map\1276702_155_0.jpg,欧米の住宅事情と住宅政策,https://dl.ndl.go.jp/info:ndljp/pid/1276702,"https://www.dl.ndl.go.jp/api/iiif/1276702/R0000155/pct:51.8,15.5,36.4,69.7/full/0/default.jpg"
1276702_155_1.jpg,graphic_map,graphic_map\1276702_155_1.jpg,欧米の住宅事情と住宅政策,https://dl.ndl.go.jp/info:ndljp/pid/1276702,"https://www.dl.ndl.go.jp/api/iiif/1276702/R0000155/pct:9.5,21.9,34.3,47.2/full/0/default.jpg"
1276702_155_2.jpg,graphic_map,graphic_map\1276702_155_2.jpg,欧米の住宅事情と住宅政策,https://dl.ndl.go.jp/info:ndljp/pid/1276702,"https://www.dl.ndl.go.jp/api/iiif/1276702/R0000155/pct:27.5,51.3,15.8,22.0/full/0/default.jpg"
1276702_31_0.jpg,graphic_map,graphic_map\1276702_31_0.jpg,欧米の住宅事情と住宅政策,https://dl.ndl.go.jp/info:ndljp/pid/1276702,"https://www.dl.ndl.go.jp/api/iiif/1276702/R0000031/pct:10.1,19.6,37.2,60.0/full/0/default.jpg"
1276702_32_0.jpg,graphic_map,graphic_map\1276702_32_0.jpg,欧米の住宅事情と住宅政策,https://dl.ndl.go.jp/info:ndljp/pid/1276702,"https://www.dl.ndl.go.jp/api/iiif/1276702/R0000032/pct:9.8,20.1,37.2,59.5/full/0/default.jpg"
1276702_33_2.jpg,graphic_map,graphic_map\1276702_33_2.jpg,欧米の住宅事情と住宅政策,https://dl.ndl.go.jp/info:ndljp/pid/1276702,"https://www.dl.ndl.go.jp/api/iiif/1276702/R0000033/pct:13.0,34.5,31.8,17.2/full/0/default.jpg"
1276702_33_5.jpg,graphic_map,graphic_map\1276702_33_5.jpg,欧米の住宅事情と住宅政策,https://dl.ndl.go.jp/info:ndljp/pid/1276702,"https://www.dl.ndl.go.jp/api/iiif/1276702/R0000033/pct:16.4,49.3,11.5,14.3/full/0/default.jpg"
1276702_34_3.jpg,graphic_map,graphic_map\1276702_34_3.jpg,欧米の住宅事情と住宅政策,https://dl.ndl.go.jp/info:ndljp/pid/1276702,"https://www.dl.ndl.go.jp/api/iiif/1276702/R0000034/pct:15.6,65.4,11.6,12.0/full/0/default.jpg"
1276946_10_0.jpg,graphic_map,graphic_map\1276946_10_0.jpg,関東州国勢調査世帯及人口,https://dl.ndl.go.jp/info:ndljp/pid/1276946,"https://www.dl.ndl.go.jp/api/iiif/1276946/R0000010/pct:60.6,22.6,27.3,60.5/full/0/default.jpg"
1278873_48_0.jpg,graphic_map,graphic_map\1278873_48_0.jpg,金沢市政概要,https://dl.ndl.go.jp/info:ndljp/pid/1278873,"https://www.dl.ndl.go.jp/api/iiif/1278873/R0000048/pct:7.1,14.0,76.4,75.8/full/0/default.jpg"
1278886_118_0.jpg,graphic_map,graphic_map\1278886_118_0.jpg,金沢高等工業学校一覧,https://dl.ndl.go.jp/info:ndljp/pid/1278886,"https://www.dl.ndl.go.jp/api/iiif/1278886/R0000118/pct:0.0,9.6,97.3,90.3/full/0/default.jpg"
1278886_119_0.jpg,graphic_map,graphic_map\1278886_119_0.jpg,金沢高等工業学校一覧,https://dl.ndl.go.jp/info:ndljp/pid/1278886,"https://www.dl.ndl.go.jp/api/iiif/1278886/R0000119/pct:16.6,13.4,83.3,86.5/full/0/default.jpg"
1278886_120_0.jpg,graphic_map,graphic_map\1278886_120_0.jpg,金沢高等工業学校一覧,https://dl.ndl.go.jp/info:ndljp/pid/1278886,"https://www.dl.ndl.go.jp/api/iiif/1278886/R0000120/pct:0.0,0.0,99.6,89.0/full/0/default.jpg"
1278886_121_0.jpg,graphic_map,graphic_map\1278886_121_0.jpg,金沢高等工業学校一覧,https://dl.ndl.go.jp/info:ndljp/pid/1278886,"https://www.dl.ndl.go.jp/api/iiif/1278886/R0000121/pct:9.1,0.0,90.8,89.1/full/0/default.jpg"
1278899_99_0.jpg,graphic_map,graphic_map\1278899_99_0.jpg,金沢高等工業学校一覧,https://dl.ndl.go.jp/info:ndljp/pid/1278899,"https://www.dl.ndl.go.jp/api/iiif/1278899/R0000099/pct:10.8,0.0,89.1,89.5/full/0/default.jpg"
1281171_246_0.jpg,graphic_map,graphic_map\1281171_246_0.jpg,東京商科大学一覧,https://dl.ndl.go.jp/info:ndljp/pid/1281171,"https://www.dl.ndl.go.jp/api/iiif/1281171/R0000246/pct:7.2,0.0,63.1,74.7/full/0/default.jpg"
1337700_322_0.jpg,graphic_map,graphic_map\1337700_322_0.jpg,貴族院要覧,https://dl.ndl.go.jp/info:ndljp/pid/1337700,"https://www.dl.ndl.go.jp/api/iiif/1337700/R0000322/pct:8.9,41.8,57.4,43.5/full/0/default.jpg"
